0;44;3.10;14.18;
1;44;3.09;14.22;
2;44;3.10;14.20;
3;44;3.09;14.22;
4;44;3.09;14.24;
5;44;3.11;14.13;
6;44;3.10;14.18;
7;44;3.10;14.19;
8;44;3.12;14.11;
9;44;3.10;14.19;
10;44;3.10;14.20;
11;44;3.10;14.18;
12;44;3.09;14.22;
13;44;3.10;14.21;
14;44;3.10;14.21;
15;44;3.09;14.24;
16;44;3.12;14.12;
17;44;3.10;14.17;
18;44;3.08;14.28;
19;44;3.09;14.26;
20;44;3.11;14.17;
21;44;3.11;14.16;
22;44;3.11;14.15;
23;44;3.10;14.18;
24;44;3.09;14.24;
25;44;3.11;14.16;
26;44;3.08;14.29;
27;44;3.11;14.16;
28;44;3.12;14.10;
29;44;3.09;14.25;
30;44;3.10;14.18;
31;44;3.11;14.15;
32;44;3.10;14.19;
33;44;3.09;14.24;
34;44;3.10;14.19;
35;44;3.07;14.34;
36;44;3.10;14.19;
37;44;3.08;14.27;
38;44;3.11;14.16;
39;44;3.09;14.26;
40;44;3.10;14.19;
41;44;3.11;14.16;
42;44;3.10;14.19;
43;44;3.08;14.31;
44;44;3.07;14.35;
45;44;3.09;14.23;
46;44;3.06;14.38;
47;44;3.04;14.47;
48;44;3.08;14.29;
49;44;3.07;14.35;
50;44;3.08;14.29;
51;44;3.05;14.45;
52;44;3.06;14.39;
53;44;3.08;14.29;
54;44;3.08;14.31;
55;44;3.06;14.38;
56;44;3.09;14.26;
57;44;3.11;14.16;
58;44;3.10;14.20;
59;44;3.09;14.24;
60;44;3.08;14.31;
61;44;3.10;14.19;
62;44;3.10;14.21;
63;44;3.11;14.14;
64;44;3.10;14.20;
65;44;3.10;14.17;
66;44;3.06;14.36;
67;44;3.04;14.48;
68;44;3.07;14.34;
69;44;3.08;14.26;
70;44;3.10;14.21;
71;44;3.08;14.28;
72;44;3.10;14.21;
73;44;3.05;14.43;
74;44;3.07;14.34;
75;44;3.07;14.32;
76;44;3.05;14.44;
77;44;3.09;14.24;
78;44;3.06;14.38;
79;44;3.10;14.19;
80;44;3.09;14.23;
81;44;3.08;14.30;
82;44;3.07;14.32;
83;44;3.08;14.27;
84;44;3.06;14.36;
85;44;3.11;14.14;
86;44;3.09;14.25;
87;44;3.10;14.19;
88;44;3.09;14.22;
89;44;3.09;14.24;
90;44;3.10;14.19;
91;44;3.10;14.17;
92;44;3.10;14.17;
93;44;3.09;14.23;
94;44;3.10;14.20;
95;44;3.08;14.29;
96;44;3.08;14.31;
97;44;3.08;14.29;
98;44;3.10;14.18;
99;44;3.10;14.19;
