0;44;3.09;14.24;
1;44;3.10;14.21;
2;44;3.10;14.18;
3;44;3.10;14.20;
4;44;3.09;14.25;
5;44;3.09;14.25;
6;44;3.08;14.27;
7;44;3.10;14.18;
8;44;3.10;14.21;
9;44;3.09;14.25;
10;44;3.08;14.27;
11;44;3.09;14.22;
12;44;3.09;14.22;
13;44;3.11;14.16;
14;44;3.09;14.25;
15;44;3.08;14.28;
16;44;3.09;14.25;
17;44;3.09;14.23;
18;44;3.09;14.24;
19;44;3.09;14.23;
20;44;3.10;14.18;
21;44;3.10;14.20;
22;44;3.09;14.22;
23;44;3.10;14.18;
24;44;3.09;14.23;
25;44;3.10;14.19;
26;44;3.10;14.21;
27;44;3.10;14.18;
28;44;3.09;14.22;
29;44;3.10;14.19;
30;44;3.10;14.21;
31;44;3.10;14.18;
32;44;3.09;14.23;
33;44;3.10;14.21;
34;44;3.10;14.19;
35;44;3.10;14.19;
36;44;3.11;14.17;
37;44;3.10;14.20;
38;44;3.11;14.16;
39;44;3.10;14.21;
40;44;3.10;14.19;
41;44;3.09;14.25;
42;44;3.10;14.21;
43;44;3.08;14.28;
44;44;3.11;14.14;
45;44;3.08;14.29;
46;44;3.10;14.22;
47;44;3.10;14.21;
48;44;3.10;14.18;
49;44;3.09;14.24;
50;44;3.11;14.16;
51;44;3.08;14.28;
52;44;3.09;14.24;
53;44;3.08;14.27;
54;44;3.09;14.24;
55;44;3.09;14.24;
56;44;3.07;14.33;
57;44;3.04;14.49;
58;44;3.00;14.65;
59;44;3.03;14.52;
60;44;3.06;14.37;
61;44;3.05;14.41;
62;44;3.09;14.26;
63;44;3.09;14.23;
64;44;3.09;14.26;
65;44;3.09;14.24;
66;44;3.08;14.28;
67;44;3.09;14.25;
68;44;3.09;14.26;
69;44;3.10;14.19;
70;44;3.09;14.22;
71;44;3.10;14.21;
72;44;3.09;14.22;
73;44;3.10;14.22;
74;44;3.02;14.55;
75;44;3.07;14.32;
76;44;3.09;14.22;
77;44;3.09;14.26;
78;44;3.09;14.26;
79;44;3.10;14.20;
80;44;3.07;14.33;
81;44;3.09;14.24;
82;44;3.10;14.20;
83;44;3.07;14.33;
84;44;3.09;14.25;
85;44;3.09;14.22;
86;44;3.07;14.35;
87;44;3.01;14.62;
88;44;3.04;14.49;
89;44;3.06;14.39;
90;44;3.07;14.32;
91;44;3.08;14.29;
92;44;3.05;14.43;
93;44;3.06;14.36;
94;44;3.06;14.37;
95;44;3.00;14.65;
96;44;3.06;14.38;
97;44;3.06;14.40;
98;44;3.06;14.39;
99;44;3.04;14.49;
